Year,Funder,State,Money
2021,DENTA QUEST,Massachusetts,24000
2018,DraftKings Inc.,Massachusetts,24000
2016,HMSHost,Maryland,24000
2017,PACIFIC PROPANE GAS ASSN,Michigan,24000
2023,EXPLORE INFORMATION SERVICES,Minnesota,24000
2022,EXPLORE INFORMATION SERVICES,Minnesota,24000
2020,EXPLORE INFORMATION SERVICES,Minnesota,24000
2022,Albemarle Corporation,North Carolina,24000
2019,MVD Express,New Mexico,24000
2018,FanDuel Group,New York,24000
2017,International Business Machines Corporation (IBM) ,New York,24000
2021,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,24000
2022,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2022,PORTLAND GENERAL ELECTRIC,Oregon,24000
2022,Renewable Hydrogen Alliance,Oregon,24000
2021,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2021,NW SPORTFISHING INDUSTRY ASSN,Oregon,24000
2021,PORTLAND GENERAL ELECTRIC,Oregon,24000
2020,PORTLAND GENERAL ELECTRIC,Oregon,24000
2019,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2019,PORTLAND GENERAL ELECTRIC,Oregon,24000
2018,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2018,PORTLAND GENERAL ELECTRIC,Oregon,24000
2017,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2017,PORTLAND GENERAL ELECTRIC,Oregon,24000
2016,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2016,PORTLAND GENERAL ELECTRIC,Oregon,24000
2023,PORTLAND GENERAL ELECTRIC,Oregon,24000
2023,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,24000
2023,"Omega Flex, Inc.",Pennsylvania,24000
2023,Asurion,Tennessee,24000
2022,Sysco Corporation,Texas,24000
2020,"Americas Styrenics, LLC",Texas,24000
2022,"PRA Group, Inc.",Virginia,24000
2021,National Association of Professional Employer Organizations,Virginia,24000
2020,National Association of Professional Employer Organizations,Virginia,24000
2019,Baxter Healthcare Corporation c/o MultiState Associates LLC,Virginia,24000
2019,Walden University c/o MultiState Associates Inc.,Virginia,24000
2019,National Association of Professional Employer Organizations,Virginia,24000
2018,National Association of Professional Employer Organizations,Virginia,24000
2023,"PRA Group, Inc. ",Virginia,24000
2016,COLUMBIA RIVER PILOTS,Oregon,23569
2023,International Business Machines Corporation (IBM) ,New York,23000
2020,Recreation Vehicle Industry Association,Virginia,23000
2022,NISSAN NORTH AMERICA,Tennessee,22800
2021,NISSAN NORTH AMERICA,Tennessee,22800
2017,NISSAN NORTH AMERICA,Tennessee,22800
2016,NISSAN NORTH AMERICA,Tennessee,22800
2019,Kaiser Foundation Health Plan of the Northwest,Oregon,22624
2018,Kaiser Foundation Health Plan of the Northwest,Oregon,22624
2020,"Teladoc Health, Inc.",California,22500
2016,"CISCO SYSTEMS, INC.",California,22500
2023,BRINC Drones Inc.,California,22500
2023,Workday,California,22500
2023,WINE INSTITUTE,California,22500
2023,Experian Information Solutions,Illinois,22500
2022,NW SPORTFISHING INDUSTRY ASSN,Oregon,22500
2023,"Progrexion ASG, Inc",Utah,22500
2023,"John C. Heath, Attorney at Law, d/b/a Lexington Law Firm",Utah,22500
2021,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,22457.16
2016,RENEWABLE NORTHWEST,Oregon,22344.28
2019,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,22323
2022,WESTAF,Colorado,22312
2018,Home Care Association of America,District of Columbia,22200
2022,Cascade AIDS Project,Oregon,22160
2020,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,22060.9
2020,Kaiser Foundation Health Plan of the Northwest,Oregon,22040
2016,INTUIT,California,22000
2022,Coalition for Access to Prenatal Screening,District of Columbia,22000
2019,Home Care Association of America,District of Columbia,22000
2016,L3HARRIS,District of Columbia,22000
2020,Veritec Solutions,Florida,22000
2023,Article IV,New York,22000
2016,CONFEDERATED TRIBES OF THE UMATILLA INDIAN RESERVATION,Oregon,22000
2022,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,21999.96
2023,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,21999.96
2016,KEYBANK,Ohio,21837.73
2022,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,21700
2023,ADVANCED MEDICAL TECHNOLOGY ASSN,District of Columbia,21600.97
2021,Washington State Animal Damage Control Program,Oregon,21450
2021,Mountain Lion Foundation,California,21000
2016,SPRINT NEXTEL,California,21000
2023,Swimply,California,21000
2023,"FFF Enterprises, Inc.",California,21000
2022,Gradable LLC,California,21000
2022,WINE INSTITUTE,California,21000
2019,HUDSON GOVT AFFAIRS LLC,Colorado,21000
2018,WESTAF,Colorado,21000
2018,CAMPAIGN FOR TOBACCO FREE KIDS,District of Columbia,21000
2018,LIBERTY MUTUAL INSURANCE,Massachusetts,21000
2017,Sunovion Pharmaceuticals Inc.,Massachusetts,21000
2018,Clean Fuels Alliance America,Missouri,21000
2016,NATIONWIDE INSURANCE,Ohio,21000
2020,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,21000
2019,Western Governors University,Utah,21000
2022,"College Parent, L.P. dba ""Yahoo""",Virginia,21000
2020,"PRA Group, Inc.",Virginia,21000
2020,NISSAN NORTH AMERICA,Tennessee,20900
2019,NISSAN NORTH AMERICA,Tennessee,20900
2017,Kaiser Foundation Health Plan of the Northwest,Oregon,20518
2021,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,20504.52
2022,Baxter Healthcare Corporation c/o MultiState Associates LLC,Virginia,20488
2017,INTOXIMETERS INC,Missouri,20400
2021,Clean Fuels Alliance America,Missouri,20108.48
2020,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,20006.04
2019,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,20006.04
2018,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,20006.04
2017,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,20006.04
2016,UNITED TRUSTEES ASSN,California,20000.04
2022,UNITED TRUSTEES ASSN,California,20000.04
2023,"Pure Storage, Inc. (through National Strategies, LLC)",District of Columbia,20000.04
2023,MASTERS MATES & PILOTS UNION,Maryland,20000.04
2022,MASTERS MATES & PILOTS UNION,Maryland,20000.04
2021,MASTERS MATES & PILOTS UNION,Maryland,20000.04
2016,COLUMBIA RIVER STEAMSHIP OPERATORS ASSN,Oregon,20000.04
2020,MoneyTree Inc (Thru MultiState),Virginia,20000.04
2019,MoneyTree Inc (Thru MultiState),Virginia,20000.04
2019,"Redflex Traffic Systems, Inc.",Arizona,20000
2021,Cypress Creek Renewables,California,20000
2020,"Okta, Inc.",California,20000
2019,Receivables Management Association International,California,20000
2019,Merit International Inc.,California,20000
2019,"Encore Capital Group, Inc.",California,20000
2018,INTUIT,California,20000
2023,"Straight Smile, LLC",California,20000
2023,Advantage Capital,California,20000
2022,MedImpact Healthcare Systems Inc.,California,20000
2022,Adobe Inc.,California,20000
2022,"Scout Clean Energy, LLC",Colorado,20000
2022,Marine Engineers' Beneficial Association,District of Columbia,20000
2021,Household and Commercial Products Assn,District of Columbia,20000
2018,REAL ESTATE VALUATION ADVOCACY ASSOC,District of Columbia,20000
2022,Bitdeer Inc,Delaware,20000
2019,"Assurant, Inc.",Florida,20000
2023,Crowley Maritime Corporation,Florida,20000
2016,CONSUMER SAFETY TECHNOLOGY LLC,Iowa,20000
2022,National Insurance Crime Bureau,Illinois,20000
2017,"Rave Wireless, Inc.",Massachusetts,20000
2021,EXPLORE INFORMATION SERVICES,Minnesota,20000
2023,National Council for Community Development dba National Development Council,New York,20000
2019,"Orexo US, Inc.",New Jersey,20000
2022,Securities Industry and Financial Markets Association,New York,20000
2021,Blue Wolf Capital Partners LLC,New York,20000
2018,Warby Parker,New York,20000
2017,Tusk/Montgomery Philanthropies,New York,20000
2022,Salmon For All,Oregon,20000
2020,WILLAMETTE DENTAL MANAGEMENT CORP,Oregon,20000
2022,"Aramark Educational Services, LLC",Pennsylvania,20000
2023,"Aramark Educational Services, LLC",Pennsylvania,20000
2023,"Copart, Inc.",Texas,20000
2022,Natera,Texas,20000
2021,Waterford.org,Utah,20000
2022,Twitter (thru MultiState Associates LLC),Virginia,20000
2022,Recreation Vehicle Industry Association,Virginia,20000
2020,"INDA, Association of the Nonwoven Fabrics Industry",Virginia,20000
2017,ADP Total Source Inc,Virginia,20000
2017,"CoreCivic, Inc.",Tennessee,19999.92
2022,MARITIME FIRE & SAFETY ASSN,Oregon,19980
2023,MARITIME FIRE & SAFETY ASSN,Oregon,19980
2021,MARITIME FIRE & SAFETY ASSN,Oregon,19965
2023,Via Transportation Inc.,New York,19937.44
2020,Advantage Capital,California,19800
2018,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,19668.54
2021,Fountain House,New York,19500
2021,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,19490
2023,Watco,Kansas,19200
2021,The Home Depot,District of Columbia,19111.04
2022,West Coast Seafood Processors Association,Oregon,19000
2018,NISSAN NORTH AMERICA,Tennessee,19000
2022,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2021,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2020,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2019,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2018,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2017,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2023,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,19000
2020,MASTERS MATES & PILOTS UNION,Maryland,18999.96
2019,MASTERS MATES & PILOTS UNION,Maryland,18999.96
2018,MASTERS MATES & PILOTS UNION,Maryland,18999.96
2017,MASTERS MATES & PILOTS UNION,Maryland,18999.96
2019,MONSANTO,Missouri,18841.15
2018,New Venture Fund,District of Columbia,18750
2023,"Assurant, Inc.",Florida,18616.66
2016,GETINSURED,California,18483.85
2020,JPMorgan Chase Holdings LLC,New York,18363.89
2017,March of Dimes,California,18332
2016,Motorola Solutions Inc,Illinois,18315
2017,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,18294.64
2023,Compassion & Choices Action Network,Colorado,18271.23
2020,"Air-Conditioning, Heating, and Refrigeration Institute",Virginia,18250
2016,CAMPAIGN FOR TOBACCO FREE KIDS,District of Columbia,18200
2021,HEALTHCARE DISTRIBUTION ALLIANCE c/o MultiState Associates LLC,Virginia,18086.75
2016,NATL RIFLE ASSN OF AMERICA,Virginia,18015.1
2020,"CISCO SYSTEMS, INC.",California,18000
2020,"Airbnb, Inc.",California,18000
2019,"CISCO SYSTEMS, INC.",California,18000
2019,Paradigm Outcomes,California,18000
2018,First American Title Insurance Company,California,18000
2018,Sierra Pacific Industries,California,18000
2018,Paradigm Outcomes,California,18000
2017,"CISCO SYSTEMS, INC.",California,18000
2017,Sierra Pacific Industries,California,18000
2017,Paradigm Outcomes,California,18000
2021,American Cleaning Institute,District of Columbia,18000
2019,Battery Council International,District of Columbia,18000
2016,SHIRE,District of Columbia,18000
2016,Home Care Association of America,District of Columbia,18000
2023,Coalition for Community Solar Access,District of Columbia,18000
2022,American Family Life Assurance Company (AFLAC),Georgia,18000
2020,American Family Life Assurance Company (AFLAC),Georgia,18000
2023,American Family Life Assurance Company (AFLAC),Georgia,18000
2019,U.S. Hemp Roundtable,Kentucky,18000
2023,Auto Club MAPFRE Insurance Company,Massachusetts,18000
2023,Northeastern University,Massachusetts,18000
2016,MASTERS MATES & PILOTS UNION,Maryland,18000
2023,R. L. Polk & Co.,Michigan,18000
2016,EXPLORE INFORMATION SERVICES,Minnesota,18000
2023,Tenaska,Nebraska,18000
2021,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,18000
2020,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,18000
2019,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,18000
2018,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,18000
2020,LES SCHWAB TIRE CENTERS,Oregon,18000
2019,LES SCHWAB TIRE CENTERS,Oregon,18000
2018,LES SCHWAB TIRE CENTERS,Oregon,18000
2018,PACIFIC PRINTING INDUSTRIES ASSN,Oregon,18000
2018,Oregon Bioscience Assn,Oregon,18000
2017,PACIFIC SEAFOOD,Oregon,18000
2017,PACIFIC PRINTING INDUSTRIES ASSN,Oregon,18000
2016,PACIFIC PRINTING INDUSTRIES ASSN,Oregon,18000
2023,LES SCHWAB TIRE CENTERS,Oregon,18000
2023,SCI Shared Resources LLC,Texas,18000
2017,Acadia Healthcare,Tennessee,18000
2016,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,18000
2019,UNITED TRUSTEES ASSN,California,17800.04
2022,LES SCHWAB TIRE CENTERS,Oregon,17750
2021,Baxter Healthcare Corporation c/o MultiState Associates LLC,Virginia,17632
2023,Electric Vehicle Charging Association,California,17600
2021,AMERIPEN,Massachusetts,17550
2020,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,17543.75
2023,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,17525
2022,LeaseLock,California,17500
2021,"Dun & Bradstreet, Inc.",Florida,17500
2019,"Dun & Bradstreet, Inc.",Florida,17500
2017,TAKEDA PHARMACEUTICALS,Illinois,17500
2022,Perimeter Solutions,Missouri,17500
2021,WESTERN FIREWORKS INC,Oregon,17500
2016,MERSCORP INC (THRU MULTISTATE ASSOCIATES LLC),Virginia,17500
2019,Global Mobile,Georgia,17333.28
2020,"National Shooting Sports Foundation, Inc.",Connecticut,17100
2016,International Business Machines Corporation (IBM) ,New York,17100
2023,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,17040
2021,FORD MOTOR CO,California,17000
2023,"Scout Clean Energy, LLC",Colorado,17000
2023,SERVICE CONTRACT INDUSTRY CNCL,New York,17000
2020,EDUCATION REFORM NOW ADVOCACY,New York,17000
2020,THOMSON REUTERS,Minnesota,16972.34
2022,Western Governors University,Utah,16949.97
2022,NORTHWEST AUTOMATIC VENDING ASSN,Virginia,16935.68
2018,THOMSON REUTERS,Minnesota,16913.84
2019,THOMSON REUTERS,Minnesota,16873.16
2017,THOMSON REUTERS,Minnesota,16868.12
2016,Kaiser Foundation Health Plan of the Northwest,Oregon,16800
2018,"Lamb Weston, Inc",Idaho,16500
2017,EXPLORE INFORMATION SERVICES,Minnesota,16500
2017,CENTER FOR DIAGNOSTIC IMAGING,Minnesota,16500
2020,NW SPORTFISHING INDUSTRY ASSN,Oregon,16500
2019,Forth,Oregon,16500
2019,National Psoriasis Foundation,Oregon,16384.3
2018,"CISCO SYSTEMS, INC.",California,16300
2022,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,16280.04
2017,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,16276.73
2019,CGI TECHNOLOGIES & SOLUTIONS INC,Virginia,16236.58
2022,Kaiser Foundation Health Plan of the Northwest,Oregon,16200
2021,Kaiser Foundation Health Plan of the Northwest,Oregon,16200
2023,Kaiser Foundation Health Plan of the Northwest,Oregon,16200
2023,"American Civil Liberties Union, Inc.",New York,16141
2019,Wolf-PAC,California,16115.53
2018,"National Grid USA Service Company, Inc.",Oregon,16100
2019,Low Carbon Fuels Coalition,California,16000
2022,SYNGENTA,California,16000
2023,Strategic Organizing Center,District of Columbia,16000
2021,"Cultural Care, Inc.",Massachusetts,16000
2019,Onpoint Health Data,Maine,16000
2022,R. L. Polk & Co.,Michigan,16000
2017,MEDTRONIC INC,Minnesota,16000
2017,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,16000
2019,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,16000
2023,Northwest Portland Area Indian Health Board,Oregon,16000
2021,Sysco Corporation,Texas,16000
2022,Washington Pork Producers Council thru MultiState Associates LLC,Virginia,16000
2022,Sports Betting Alliance,Virginia,16000
2022,Orchard Therapeutics North America c/o MultiState Associates LLC,Virginia,16000
2023,American Diabetes Association ,Minnesota,15899.99
2019,Up for Growth Action,District of Columbia,15563.39
2016,THOMSON REUTERS,Minnesota,15537.02
2020,International Business Machines Corporation (IBM) ,New York,15500
2022,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,15442.74
2019,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,15274.41
2017,Oregon Bioscience Assn,Oregon,15250
2022,Electric Vehicle Charging Association,California,15200
2018,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,15011.68
2017,Home Care Association of America,District of Columbia,15002
2016,"UNIVERSITY OF PHOENIX, INC.",Arizona,15000
2021,"Airbnb, Inc.",California,15000
2020,Recology,California,15000
2019,ChargePoint Inc,California,15000
2019,"Teladoc Health, Inc.",California,15000
2018,Global Discoveries LTD,California,15000
2017,"Airbnb, Inc.",California,15000
2017,"Teladoc Health, Inc.",California,15000
2016,Advantage Capital,California,15000
2022,"Airbnb, Inc.",California,15000
2023,WESTAF,Colorado,15000
2020,Household and Commercial Products Assn,District of Columbia,15000
2019,Household and Commercial Products Assn,District of Columbia,15000
2018,Battery Council International,District of Columbia,15000
2018,Household and Commercial Products Assn,District of Columbia,15000
2017,Battery Council International,District of Columbia,15000
2017,Household and Commercial Products Assn,District of Columbia,15000
2017,ALIGNED AG DISTRIBUTORS LLC,Iowa,15000
2021,Stericycle,Illinois,15000
2018,TAKEDA PHARMACEUTICALS,Illinois,15000
2017,College of American Pathologists,Illinois,15000
2020,American Fraternal Alliance,Indiana,15000
2020,"THERMO FISHER SCIENTIFIC, INC.",Massachusetts,15000
2022,Rivian Automotive LLC,Michigan,15000
2020,Regalo International LLC,Minnesota,15000
2023,"Redwood Materials, Inc",Nevada,15000
2023,"Rockefeller Philanthropy Advisors, Inc.",New York,15000
2022,legends,New York,15000
2021,New York Life Insurance Company,New York,15000
2021,"Diageo North America, Inc.",New York,15000
2020,Zocdoc,New York,15000
2022,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,15000
2018,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,15000
2016,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,15000
2022,WESTERN FIREWORKS INC,Oregon,15000
2020,MARITIME FIRE & SAFETY ASSN,Oregon,15000
2019,MARITIME FIRE & SAFETY ASSN,Oregon,15000
2018,MARITIME FIRE & SAFETY ASSN,Oregon,15000
2017,MARITIME FIRE & SAFETY ASSN,Oregon,15000
2016,MARITIME FIRE & SAFETY ASSN,Oregon,15000
2022,AA Homecare c/o MultiState Associates LLC,Virginia,15000
2022,Capital One Financial Corporation,Virginia,15000
2021,"Air-Conditioning, Heating, and Refrigeration Institute",Virginia,15000
2017,Recreation Vehicle Industry Association,Virginia,15000
2018,"SKYGEN USA, LLC",Wisconsin,15000
2020,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,14654.72
2016,Household and Commercial Products Assn,District of Columbia,14499.99
2016,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,14317.4
2019,AMERIPEN,Massachusetts,14300
2021,Northwest Gas Association,Oregon,14240
2020,"Live Nation Entertainment, Inc.",California,14000
2019,Spark Therapeutics Inc.,California,14000
2019,CAMPAIGN FOR TOBACCO FREE KIDS,District of Columbia,14000
2017,WSDLA Washington State Dental Laboratory Association,Florida,14000
2016,NATL HOME SERVICE CONTRACT ASSN (THRU CHARTRAND LEGAL MGMT),Kansas,14000
2019,R. L. Polk & Co.,Michigan,14000
2016,TEACHERS INSURANCE & ANNUITY ASSN,New York,14000
2016,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,14000
2020,Capital One Financial Corporation,Virginia,14000
2018,"Prime Therapeutics, LLC",Minnesota,13971.28
2016,TECHNOLOGY NETWORK,California,13805.13
2021,Coalition for Access to Prenatal Screening,District of Columbia,13750
2020,EMD Serono c/o MultiState Associates LLC,Virginia,13749.99
2019,"Presidio Networked Solutions Group, LLC",Oregon,13548
2020,Low Carbon Fuels Coalition,California,13500
2020,Sentry Insurance a Mutual Company,Wisconsin,13458.12
2016,"U.S. Anesthesia Partners, Inc.",Texas,13387
2018,ADVANCE AMERICA (THRU MULTISTATE),Virginia,13191.48
2018,CHECK INTO CASH (THRU MULTISTATE),Virginia,13191.48
2017,ADVANCE AMERICA (THRU MULTISTATE),Virginia,13191.48
2017,CHECK INTO CASH (THRU MULTISTATE),Virginia,13191.48
2016,ADVANCE AMERICA (THRU MULTISTATE),Virginia,13191.48
2016,CHECK INTO CASH (THRU MULTISTATE),Virginia,13191.48
2020,Waymo LLC,California,13000
2022,Center for Climate Integrity,District of Columbia,13000
2019,Kimberly-Clark Corporation,Georgia,13000
2020,Parity For Pumps c/o MultiState Associates LLC,Virginia,13000
2018,Onpoint Health Data,Maine,12933
2017,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,12820.25
2017,Independent Inc,California,12794.64
2022,"Lucid USA, Inc",California,12774
2021,HUMANE SOCIETY OF THE UNITED STATES,District of Columbia,12703.02
2023,Grocery Outlet Inc.,California,12500
2022,Andrea Lee Wang,California,12500
2022,Natural Fibers Alliance,District of Columbia,12500
2018,"Dun & Bradstreet, Inc.",Florida,12500
2016,MOTOR VEHICLE ANCILLARY PRODUCTS ASSN,Florida,12500
2020,"Equifax, Inc",Georgia,12500
2019,"Brinderson, LLC",California,12375
2020,UNITED TRUSTEES ASSN,California,12283.37
2017,"National Grid USA Service Company, Inc.",Oregon,12250
2021,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,12143.7
2022,Acusensus,Arizona,12000
2018,Civics Proficiency Institute,Arizona,12000
2020,FORD MOTOR CO,California,12000
2020,Paradigm Outcomes,California,12000
2019,FORD MOTOR CO,California,12000
2019,"Airbnb, Inc.",California,12000
2018,FORD MOTOR CO,California,12000
2017,FORD MOTOR CO,California,12000
2016,FORD MOTOR CO,California,12000
2022,Association of periOperative Registered Nurses,Colorado,12000
2022,American Cleaning Institute,District of Columbia,12000
2021,Accenture LLP,District of Columbia,12000
2020,"CA, Inc.",District of Columbia,12000
2018,"Assurant, Inc.",Florida,12000
2019,American Family Life Assurance Company (AFLAC),Georgia,12000
2018,American Family Life Assurance Company (AFLAC),Georgia,12000
2017,American Family Life Assurance Company (AFLAC),Georgia,12000
2016,American Family Life Assurance Company (AFLAC),Georgia,12000
2017,WA St Society of Pathologists,Illinois,12000
2022,"A Place for Mom, Inc.",Kansas,12000
2021,"A Place for Mom, Inc.",Kansas,12000
2020,"A Place for Mom, Inc.",Kansas,12000
2018,"A Place for Mom, Inc.",Kansas,12000
2019,Prevention Research Institute,Kentucky,12000
2021,R. L. Polk & Co.,Michigan,12000
2023,Jaguar Transport Holdings LLC,Missouri,12000
2017,SAS INSTITUTE INC,North Carolina,12000
2016,SAS INSTITUTE INC,North Carolina,12000
2023,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,12000
2022,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,12000
2019,IGPS LOGISTICS LLC,New York,12000
2023,WA ST MOTORSPORT DEALERS ASSN,Oklahoma,12000
2021,West Coast Seafood Processors Association,Oregon,12000
2021,Forth,Oregon,12000
2020,West Coast Seafood Processors Association,Oregon,12000
2019,PACIFIC PRINTING INDUSTRIES ASSN,Oregon,12000
2019,Emergent BioSolutions,Pennsylvania,12000
2023,LifePoint Health,Tennessee,12000
2022,"Air-Conditioning, Heating, and Refrigeration Institute",Virginia,12000
2020,PUBLIC CONSULTING GROUP LLC  c/o MultiState Associates Inc.,Virginia,12000
2023,National Association of Chain Drug Stores,Virginia,12000
2020,Inmar c/o MulitState Associates Inc.,Virginia,11750
2023,AMERIPEN,Massachusetts,11700
2019,American Coatings Association,District of Columbia,11666.64
2017,NATL ASSN OF CHAIN DRUG STORES,Virginia,11598
2018,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,11550
2023,"Moderna, Inc.",California,11428.56
2023,"HopSkipDrive, Inc.",California,11250
2016,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,11250
2017,Handy Technologies Inc,New York,11250
2019,COUNCIL FOR A STRONG AMERICA,District of Columbia,11182.5
2016,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,11116
2016,NW ENVIRONMENTAL BUSINESS COUNCIL,Oregon,11100
2017,"Axon Enterprise, Inc.",California,11083.33
2022,"FFF Enterprises, Inc.",California,11083.32
2016,ARTHRITIS FOUNDATION,District of Columbia,11008.45
2016,Navient Solutions Inc,District of Columbia,11000
2018,College of American Pathologists,Illinois,11000
2018,WA St Society of Pathologists,Illinois,11000
2019,"A Place for Mom, Inc.",Kansas,11000
2017,"A Place for Mom, Inc.",Kansas,11000
2022,Article IV,New York,11000
2020,Forth,Oregon,11000
2019,West Coast Seafood Processors Association,Oregon,11000
2022,National Association of Chain Drug Stores,Virginia,11000
2023,American Retirement Association,Virginia,11000
2020,COUNCIL FOR A STRONG AMERICA,District of Columbia,10925
2023,Sandoz Inc.,New Jersey,10909.08
2023,"American Kennel Club, Inc.",North Carolina,10861.08
2016,Western Governors University,Utah,10800
2018,JPMorgan Chase Holdings LLC,New York,10714.13
2019,Tobacco-Free Action Fund,District of Columbia,10500
2022,"Marriott International, Inc.",Maryland,10500
2019,Accenture LLP,District of Columbia,10400
2019,"National Grid USA Service Company, Inc.",Oregon,10300
2017,Internet Association,District of Columbia,10266
2020,Booster Fuels,California,10200
2022,"Zscaler, Inc.",California,10047.6
2022,Northwest Gas Association,Oregon,10032.96
2022,The Toy Association,Arizona,10000
2019,"ServiceNow, Inc.",California,10000
2018,Liberty Dental Plan,California,10000
2017,PAYQWICK,California,10000
2022,Visa U.S.A. Inc.,California,10000
2021,Verus Analytics LLC,Connecticut,10000
2022,L3HARRIS,District of Columbia,10000
2021,Natural Fibers Alliance,District of Columbia,10000
2019,UNITED TECHNOLOGIES CORP,District of Columbia,10000
2017,"AMERESCO, INC.",District of Columbia,10000
2021,REEF Technology,Florida,10000
2021,Experian Information Solutions,Illinois,10000
2021,National Insurance Crime Bureau,Illinois,10000
2018,NATL HOME SERVICE CONTRACT ASSN,Kansas,10000
2021,"NorthPoint Development, LLC",Missouri,10000
2020,Verify4,North Carolina,10000
2018,Celgene Corporation,New Jersey,10000
2017,Celgene Corporation,New Jersey,10000
2021,SERVICE CONTRACT INDUSTRY CNCL,New York,10000
2021,International Business Machines Corporation (IBM) ,New York,10000
2017,SERVICE CONTRACT INDUSTRY CNCL,New York,10000
2018,AMERICAN FIDELITY CORP,Oklahoma,10000
2021,VertueLab,Oregon,10000
2020,WESTERN FIREWORKS INC,Oregon,10000
2023,Washington Masonry & Tile Labor Management Cooperation Committee,Oregon,10000
2018,AMERIHEALTH CARITAS,Pennsylvania,10000
2020,Wireless Infrastructure Association (thru MultiState Associates LLC),Virginia,10000
2019,Recreation Vehicle Industry Association,Virginia,10000
2016,HEALTHPORT (THRU MULTISTATE),Virginia,10000
2020,"Fiserv, Inc.",Wisconsin,10000
2019,JHUSA,Massachusetts,9999.99
2021,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,9911.3
2019,NATL ASSN OF CHAIN DRUG STORES,Virginia,9503.92
2023,Capitol Venture LLC,District of Columbia,9500
2020,NATL ASSN OF CHAIN DRUG STORES,Virginia,9455.2
2019,JPMorgan Chase Holdings LLC,New York,9404.18
2020,Crown Castle and Affiliates ,Texas,9149.64
